
{SMT_CULTURE_ROMAN}				Roman
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*
¬*
¬*			Only changes made after 18/04/2005 12:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_DOMINANT_RELIGION}		Dominant Religion:
{SMT_BELIEFS}			Religious Conversion Strengths
{SMT_CURRENT_COMMITMENT}	Current strength of belief:
{SMT_PREDICTED_COMMITMENT}	Predicted strength of belief:
{SMT_ABANDON_SETTLEMENT}	Abandon this settlement and become a horde
{SMT_CANNOT_FIGHT_AT_NIGHT}	This army cannot fight in night battles
{SMT_TECH_TREE_THREAD_REQUIRES_TEMPLE_DESTRUCTION}	 Building this item requires the destruction of an existing religious building
{SMT_SUPRESSES_RELIGIOUS_UNREST}	Suppresses religious unrest:
{SMT_SUPRESSES_RELIGIOUS_CONVERSION}			Religious conversion:
{SMT_LIVING_FACTIONS}						"Living" Factions
{SMT_CANNOT_ABANDON_SETTLEMENT_UNDER_SIEGE}		Can only abandon this settlement when it isn't under siege
{SMT_CANNOT_ABANDON_SETTLEMENT_NOT_LAST_SETTLEMENT}	Can only abandon this settlement when it is your last
{SMT_CANNOT_ABANDON_SETTLEMENT_ALREADY_ABANDONED}	Your people are tired of constantly moving, and wish to stay settled for a while
{SMT_CANNOT_ABANDON_SETTLEMENT_HORDE_UNITS}		Cannot abandon this settlement as your horde armies cannot be mustered
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_1}	Hold %d settlements, including:
{SMT_CURRENT_CONVERSTION_STRENGTH}		Current Conversion Strength: %d
{SMT_PREDICTED_CONVERSION_STRENGTH}		Predicted Conversion Strength: %d
{SMT_PASSENGERS_CANT_BE_MOVED}		This is the rankings admirals ship. He will not give up command while there are passengers on board that can't be transfered.
{SMT_CANNOT_OCCUPY_SACKED_SETTLEMENT}	This settlement has been sacked, and wouldn't make a good home for your people.

{SMT_DISBAND}						Disband unit
{SMT_DISBAND_IMPOSSIBLE_IN_BATTLE}			Cannot disband units when a battle has been instigated
{SMT_DISBAND_IMPOSSIBLE_NAMED_GENERAL}		Cannot disband the generals unit
{SMT_DISBAND_IMPOSSIBLE_WHILST_SIEGING}		Cannot disband units whilst laying siege
{SMT_DISBAND_IMPOSSIBLE_DOCKED}			Cannot disband ships when not docked
{SMT_DISBAND_IMPOSSIBLE_NOT_ON_LAND}		Cannot disband units whilst at sea
{SMT_DISBAND_IMPOSSIBLE_WHILST_EXCHANGING}	Cannot disband units whilst a transfer is in process
{SMT_BELIEF_BREAKDOWN}					Breakdown of Belief
{SMT_MERCENARY_PAY_FROM_LOOTING}			Denarii payed to mercenaries from loot
{SMT_CONVERSION_BUILDINGS}				Religious buildings
{SMT_CONVERSION_CHARACTERS}				Characters in region
{SMT_CONVERSION_REGIONS}				Neighbouring regions
{SMT_CONVERSION_GAMES}					Games being held
{SMT_BATTLE_TOO_LARGE_PERFORMANCE_WARNING}	By adding this reinforcement, the battle exceeds the recommended size for your detected settings, this may result in degraded performance.
{SMT_STATE_ICON_GOVERNOR_WRONG_RELIGION}		Governors religion differs from settlements official religion
{SMT_STATE_ICON_FACTION_LEADER_WRONG_RELIGION}	Faction leaders religion differs from settlements official religion


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*
¬*
¬*			Only changes made after 27/06/2005 12:02:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_BI_DEFEAT_BODY}			Your faction has failed to achieve the glory it deserves but you are not alone in this fate. In 476 AD the very last roman Emperor in the West was deposed. In the East ‘Rome’ survived - after a fashion - as the Greek-speaking Byzantine Empire until it too fell to invaders in 1453. You can continue with your campaign or play again.
{SMT_DOMINANT_RELIGION}						Official Religion
{SMT_OFFICIAL_RELIGION_FACTOR_RELIGIOUS_BUILDING}	Set by temple/shrine
{SMT_OFFICIAL_RELIGION_FACTOR_GOVERNOR}			Set by governor
{SMT_OFFICIAL_RELIGION_FACTOR_LEADER}			Set by faction leader
{SMT_OFFICIAL_RELIGION_FACTOR_WORLD}			Set by the world's dominant religion

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*
¬*
¬*			Only changes made after 08/07/2005 17:44:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*
¬*
¬*			Only changes made after 20/07/2005 12:26:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			THERE SHOULD NOW BE NO MORE CHANGES!
¬*			SEE ROSS/LUCI/MIKE!
¬*
¬*			Only changes made after 05/08/2005 16:25:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

¬ Don't kill me for this Luci, the voices made me do it!

{SMT_DOMINATION_VICTORY}  Your Empire now stretches from sunrise to sunset, from the icy wastes to the scorching deserts! There is nothing left for you to prove, now that you are Master of All!

¬ FERAL_ROMEHD FB 09-Jul-2020 - Added for romehd so file matches expected strings
{SMT_INCORRUPTABLE} 	[UNUSED]
{SMT_MERCHANT_DESCR}	[PLACEHOLDER]

{SMT_CAPABILITY_RECRUITMENT_POINT_BONUS}	Recruitment points per turn
{SMT_CAPABILITY_CONSTRUCTION_POINT_BONUS}	Construction points per turn
{SMT_CAPABILITY_TRADE_LEVEL_PENALTY}	Decrease in trade:
